,image,pat,kurt0,skew0,zerod0,RMS0,MaxF0,SumEnergy0,BandEnergy01,BandEnergy02,BandEnergy03,BandEnergy04,BandEnergy05,Mobility0,Complexity0,kurt1,skew1,zerod1,RMS1,MaxF1,SumEnergy1,BandEnergy11,BandEnergy12,BandEnergy13,BandEnergy14,BandEnergy15,Mobility1,Complexity1,kurt2,skew2,zerod2,RMS2,MaxF2,SumEnergy2,BandEnergy21,BandEnergy22,BandEnergy23,BandEnergy24,BandEnergy25,Mobility2,Complexity2,kurt3,skew3,zerod3,RMS3,MaxF3,SumEnergy3,BandEnergy31,BandEnergy32,BandEnergy33,BandEnergy34,BandEnergy35,Mobility3,Complexity3,kurt4,skew4,zerod4,RMS4,MaxF4,SumEnergy4,BandEnergy41,BandEnergy42,BandEnergy43,BandEnergy44,BandEnergy45,Mobility4,Complexity4,kurt5,skew5,zerod5,RMS5,MaxF5,SumEnergy5,BandEnergy51,BandEnergy52,BandEnergy53,BandEnergy54,BandEnergy55,Mobility5,Complexity5,kurt6,skew6,zerod6,RMS6,MaxF6,SumEnergy6,BandEnergy61,BandEnergy62,BandEnergy63,BandEnergy64,BandEnergy65,Mobility6,Complexity6,kurt7,skew7,zerod7,RMS7,MaxF7,SumEnergy7,BandEnergy71,BandEnergy72,BandEnergy73,BandEnergy74,BandEnergy75,Mobility7,Complexity7,kurt8,skew8,zerod8,RMS8,MaxF8,SumEnergy8,BandEnergy81,BandEnergy82,BandEnergy83,BandEnergy84,BandEnergy85,Mobility8,Complexity8,kurt9,skew9,zerod9,RMS9,MaxF9,SumEnergy9,BandEnergy91,BandEnergy92,BandEnergy93,BandEnergy94,BandEnergy95,Mobility9,Complexity9,kurt10,skew10,zerod10,RMS10,MaxF10,SumEnergy10,BandEnergy101,BandEnergy102,BandEnergy103,BandEnergy104,BandEnergy105,Mobility10,Complexity10,kurt11,skew11,zerod11,RMS11,MaxF11,SumEnergy11,BandEnergy111,BandEnergy112,BandEnergy113,BandEnergy114,BandEnergy115,Mobility11,Complexity11,kurt12,skew12,zerod12,RMS12,MaxF12,SumEnergy12,BandEnergy121,BandEnergy122,BandEnergy123,BandEnergy124,BandEnergy125,Mobility12,Complexity12,kurt13,skew13,zerod13,RMS13,MaxF13,SumEnergy13,BandEnergy131,BandEnergy132,BandEnergy133,BandEnergy134,BandEnergy135,Mobility13,Complexity13,kurt14,skew14,zerod14,RMS14,MaxF14,SumEnergy14,BandEnergy141,BandEnergy142,BandEnergy143,BandEnergy144,BandEnergy145,Mobility14,Complexity14,kurt15,skew15,zerod15,RMS15,MaxF15,SumEnergy15,BandEnergy151,BandEnergy152,BandEnergy153,BandEnergy154,BandEnergy155,Mobility15,Complexity15
10,Pat2Train_21_0.mat,2,2.316960413,-0.402086032,17738,0.987681082,10,2.372045408,0.412240256,0.270253002,0.199199856,0.115273696,0.002755651,0.533681148,2.012667151,5.303465978,-0.619136602,20208,0.983738529,4,3.037239204,0.411408647,0.223674376,0.172642369,0.187671449,0.004089827,0.685123029,1.772745996,2.225379979,0.077766849,20772,0.982613149,2,2.615720465,0.307931597,0.190115369,0.257023752,0.23724194,0.006934986,0.720588817,1.713165213,3.692934522,-0.337554761,21447,0.974241101,34,2.965836127,0.215030518,0.188845995,0.25523068,0.327717202,0.011788017,0.877187642,1.474605091,1.792935083,-0.084689021,20953,0.964794906,8,2.962437085,0.402628043,0.328342217,0.118619654,0.137939995,0.011341146,0.658823258,1.959705002,8.688905804,-0.391275805,21253,0.980292614,11,3.048925193,0.400318134,0.372101131,0.124581998,0.095856171,0.006447192,0.591960747,2.002444135,14.08567741,-1.350074614,20252,0.98162124,16,3.026030708,0.294933704,0.444665857,0.143132833,0.111329303,0.00537415,0.613458387,1.827873576,16.68127026,-1.88009044,18035,0.987322512,18,3.097808489,0.1867422,0.546355438,0.138164566,0.123615546,0.004625551,0.638968352,1.720336832,4.185797597,-0.262097501,19827,0.98496924,8,3.063545294,0.540260976,0.212678842,0.100137944,0.142978061,0.003560979,0.598018415,2.008212435,2.025562149,-0.470557262,20535,0.985510156,5,3.044888723,0.353014256,0.269571729,0.15048161,0.22084308,0.005465007,0.715725676,1.697203316,2.57380274,-0.503275702,20588,0.974062161,29,2.975188082,0.236488135,0.224409389,0.251968279,0.278513568,0.007685116,0.812429926,1.517739389,2.228760518,-0.403618986,20766,0.980781648,33,3.01414847,0.220550588,0.212965153,0.26994037,0.287383732,0.00821604,0.832635462,1.490166034,0.988280849,0.117957023,23976,0.955067773,3,2.710648616,0.330211004,0.208077984,0.121647664,0.32025919,0.017992314,0.835447967,1.654230507,1.854307675,-0.112158975,23082,0.974009794,9,2.944312548,0.233057613,0.212887231,0.132056152,0.40549483,0.014788062,0.90855275,1.471849077,1.378686541,0.031911879,23270,0.961156748,9,2.85560023,0.267555523,0.233782483,0.140769908,0.340151451,0.015926603,0.870454639,1.557590169,2.531447648,-0.191790575,23940,0.968935028,2,2.866676396,0.240193154,0.167441557,0.138141146,0.432920787,0.018906725,0.943723638,1.457993099
11,Pat2Train_22_0.mat,2,2.090545765,-0.439603183,17383,0.989300163,25,2.566761735,0.385508029,0.28680572,0.204361364,0.120533634,0.00250093,0.558683541,1.911347878,5.118354346,-0.598593026,19974,0.984507772,3,3.054568675,0.431366761,0.219261023,0.167341722,0.177567086,0.003968503,0.673193926,1.797256661,2.647574935,-0.014751731,20718,0.983190378,31,2.590277687,0.281196272,0.205494411,0.277878672,0.227121931,0.007432018,0.718236702,1.712097325,4.877656777,-0.416165355,21905,0.972859716,4,3.021473115,0.229485232,0.209203497,0.238198338,0.309282301,0.012552139,0.867285921,1.506579007,2.715883774,-0.067322037,20645,0.970573225,10,3.02079035,0.423782621,0.337256299,0.111375819,0.11751884,0.009136706,0.619821047,2.024674414,10.00475234,-0.409874769,21120,0.979733114,10,3.071166019,0.36278731,0.399123868,0.133687501,0.097167299,0.006476504,0.601342907,1.965952328,12.83549202,-1.367425479,20016,0.982422978,17,3.096305438,0.271148138,0.46478305,0.147168548,0.110759037,0.005502266,0.620718232,1.816913681,16.0777558,-1.896804784,18061,0.987384781,17,3.112382932,0.19942876,0.531515117,0.140536473,0.123276038,0.004689099,0.641956121,1.72721466,5.09850637,-0.254919921,20068,0.986160609,7,3.127523307,0.56058316,0.20970055,0.089841047,0.136356806,0.003145397,0.587611844,2.039641131,2.161800173,-0.29397842,20454,0.986027054,5,3.050775084,0.351217409,0.26964752,0.155338355,0.217961125,0.005201317,0.712182661,1.701473242,2.565038614,-0.380557812,21164,0.972460196,30,2.941285745,0.242938362,0.236681406,0.249142622,0.261985791,0.00822578,0.802640091,1.547451719,2.129291556,-0.35955846,20716,0.98173252,3,3.043838196,0.221991608,0.231249507,0.265960736,0.272423259,0.00752654,0.818522719,1.505454588,1.216746469,0.09243674,23475,0.963077229,3,2.7918319,0.261048554,0.199454446,0.135531755,0.386995649,0.015285878,0.876068193,1.529485129,1.676626319,-0.110897965,22349,0.978352357,17,3.005246666,0.195279079,0.203963536,0.153506973,0.434535218,0.011356342,0.918187418,1.411906972,1.555885764,0.035880899,22774,0.966063483,17,2.938785612,0.228578978,0.238417415,0.158916676,0.35827528,0.014151694,0.881385042,1.502211792,2.273971719,-0.147408189,23728,0.971158081,2,2.899905934,0.221962366,0.178128063,0.1461591,0.433430925,0.018022436,0.945679423,1.44788454
12,Pat2Train_23_0.mat,2,2.67025657,-0.381010906,19663,0.986443995,25,2.125149604,0.375649369,0.271799738,0.206588802,0.141926822,0.00363092,0.541170593,2.089093156,8.518603351,-0.834650291,21043,0.981971198,3,2.967549113,0.434039989,0.18563265,0.189788771,0.18535883,0.004636014,0.684834641,1.790006916,3.005416775,-0.218039369,21536,0.981789309,29,2.602928314,0.25771454,0.164755589,0.314042661,0.254155324,0.008309353,0.756576447,1.648732723,3.940611289,-0.31264696,22685,0.969884716,3,2.968410908,0.210197473,0.168955457,0.249933243,0.356387783,0.013172176,0.906614412,1.451390142,1.945126428,-0.151071208,22422,0.957609382,9,2.903004278,0.428916696,0.296323684,0.115634884,0.144901181,0.013032982,0.669897912,1.981629077,13.56687304,-0.624531906,22966,0.968460458,14,2.950806233,0.370853589,0.348059692,0.135954516,0.133010067,0.010893628,0.660927448,1.952204327,29.30091498,-1.811111322,22351,0.969345404,17,2.952482546,0.270705591,0.419969257,0.151760477,0.147113415,0.009469233,0.672451472,1.827460581,52.64196376,-3.366585744,21021,0.981669015,16,3.049121211,0.204985077,0.484892626,0.151533534,0.151332403,0.006413651,0.674854068,1.745709212,9.681508964,0.016766306,21404,0.981561843,6,2.953900267,0.503458344,0.20668286,0.120653604,0.163715766,0.004944795,0.637584473,1.953998855,2.774093639,-0.330794564,22289,0.98120063,5,2.989894813,0.331152748,0.220588932,0.162325058,0.276720398,0.008267587,0.783905161,1.629595301,3.344708963,-0.428749738,22652,0.964341728,31,2.870082692,0.235742318,0.190941565,0.252143064,0.307507696,0.012260146,0.853125102,1.508420544,3.204481072,-0.41765868,22131,0.976537553,33,2.994975138,0.214936345,0.177749287,0.252548616,0.343020785,0.010460686,0.877015685,1.454046547,1.799384863,0.122552971,23448,0.964495353,3,2.747602204,0.191613617,0.152930253,0.170793241,0.46671231,0.016270955,0.938149288,1.41923728,3.366875983,-0.510680874,22533,0.978771191,25,2.99197387,0.109197546,0.166244825,0.222138797,0.48926099,0.012054682,0.973067031,1.307653803,1.792528624,-0.128791085,23078,0.962528184,25,2.90165436,0.160735641,0.18270328,0.197363029,0.441497022,0.015944578,0.960249726,1.383608147,3.066803761,-0.226649256,24605,0.9674414,2,2.816878815,0.186584268,0.135783438,0.144665739,0.509681032,0.02084543,1.008701748,1.37545642
13,Pat2Train_24_0.mat,2,2.505194039,-0.37362231,18845,0.985920183,25,2.31354917,0.352764408,0.305147383,0.197319625,0.140736896,0.003624549,0.558881327,1.990755926,5.65807159,-0.778637843,20297,0.982387731,4,3.040294797,0.404931883,0.22066667,0.186674189,0.182762539,0.004467338,0.687584352,1.768806497,2.107123592,-0.001183595,20721,0.982199955,30,2.580490202,0.254743637,0.19306957,0.285061084,0.258515363,0.007685738,0.746663889,1.659725988,3.51360978,-0.362045295,21807,0.972025196,32,2.986354355,0.20400336,0.183426087,0.247738737,0.349959312,0.013415539,0.91095634,1.450171081,2.740023018,-0.129880944,21082,0.965485771,13,2.953114598,0.379294399,0.345675962,0.125535678,0.137455822,0.010952011,0.65752355,1.943780074,9.822345737,-0.758499977,21595,0.973456814,13,3.004695276,0.348348538,0.409879383,0.124450775,0.109622173,0.007025398,0.613385606,1.951876437,14.38092235,-1.571495546,20780,0.976261007,14,3.029717435,0.263270074,0.466153241,0.140624827,0.122532417,0.006678111,0.632912781,1.813590824,24.68079716,-2.663107499,19049,0.985788604,18,3.11933317,0.169232949,0.527638342,0.155678808,0.140864975,0.00595048,0.670837765,1.706880424,2.836989359,-0.142548973,20740,0.980617481,8,3.029054302,0.445778684,0.236778001,0.127804523,0.184156553,0.004846724,0.671759902,1.845025054,2.809637265,-0.190299265,21329,0.982605995,4,3.025411505,0.339864757,0.250428368,0.154993833,0.246902041,0.006935457,0.748811522,1.670723334,2.947406113,-0.309291941,21628,0.967454322,3,2.944314364,0.249225914,0.224296022,0.223104789,0.292436061,0.009815605,0.822824389,1.540021576,2.546839363,-0.297263073,21162,0.979134405,35,3.022570353,0.222324259,0.213056351,0.262397916,0.292118855,0.008969201,0.834466795,1.498289589,1.702229027,0.139456506,23960,0.956868323,2,2.776855798,0.266325244,0.218040604,0.128059635,0.367317832,0.018259816,0.886439961,1.549226541,3.007133793,-0.150390763,22862,0.975956075,44,2.965395381,0.16915329,0.205230558,0.152378253,0.458336322,0.013218231,0.944993424,1.387271754,1.637529636,0.134443761,23041,0.962814219,12,2.87678517,0.208719067,0.241197944,0.143720565,0.388739101,0.015835075,0.910950767,1.4773136,2.566662909,-0.124623792,24008,0.968318792,2,2.841838051,0.207345857,0.172209273,0.13576652,0.461576488,0.020732313,0.9752287,1.422753924
14,Pat2Train_25_0.mat,2,2.009069803,-0.24248968,18174,0.988514458,25,2.400707275,0.404970314,0.286219368,0.186808097,0.119024329,0.002682932,0.537887509,2.022215679,4.669706073,-0.453808743,19711,0.98551619,8,3.016248945,0.450913815,0.205746124,0.169305473,0.170074036,0.003504566,0.661808238,1.820226015,1.81832129,-0.093557994,20491,0.984333884,30,2.462325604,0.28651272,0.205816632,0.277890307,0.222309509,0.006683846,0.695493921,1.753757412,3.093997342,-0.283724794,21449,0.976679459,4,2.963490381,0.225427148,0.21607289,0.24272877,0.303160619,0.011299177,0.85814557,1.506310487,1.971538056,0.133689791,20494,0.969767947,13,2.960599589,0.387654628,0.357684741,0.120470174,0.124443814,0.008742064,0.631877228,1.977396324,4.890595446,-0.271047023,20179,0.985288399,11,3.129519503,0.38319225,0.420249673,0.109551107,0.082172859,0.004349196,0.560376411,2.005310888,5.916951767,-0.899845984,18680,0.98660263,15,3.104507697,0.306833631,0.477155184,0.126968899,0.085377731,0.003323735,0.564793219,1.855320252,9.214964253,-1.416669426,17021,0.989263632,15,3.132664966,0.214577248,0.545789038,0.136312441,0.099493221,0.003443611,0.598936447,1.768754813,4.620004056,-0.093762687,19814,0.985473804,8,3.054167419,0.525832957,0.236756233,0.10186422,0.131900991,0.003247565,0.585127451,2.032985904,2.618947285,-0.250289846,20441,0.986100899,7,3.005862143,0.385882336,0.272036487,0.142290659,0.194135742,0.005079667,0.679831196,1.787030118,1.993948692,-0.304741883,20883,0.974903879,10,2.939492147,0.260412673,0.25012037,0.229778966,0.250665213,0.008095032,0.782064933,1.581149275,1.861773757,-0.328713718,20720,0.981834211,33,2.996296071,0.254383494,0.239141692,0.253045414,0.2441966,0.008234988,0.790311047,1.565023357,0.858650362,0.061977206,23652,0.961928221,15,2.757700159,0.338840868,0.268270796,0.107249578,0.268906449,0.015067466,0.782544161,1.744710792,1.395378511,-0.063574186,22491,0.97886693,15,2.998634991,0.251441884,0.26399861,0.128094046,0.343836656,0.011403367,0.847399415,1.544189592,1.101871598,0.036587945,22683,0.968209584,15,2.901945215,0.270720954,0.282872762,0.133527382,0.297857856,0.013523056,0.823178216,1.61640009,2.443911013,-0.165839521,23593,0.973158526,15,2.872961512,0.230122065,0.198233224,0.135215944,0.417103997,0.017341182,0.925695591,1.471545396
15,Pat2Train_26_0.mat,2,2.12839748,-0.453969883,17075,0.989968542,8,2.634518906,0.416359805,0.283706062,0.183844562,0.113603406,0.002263972,0.55015531,1.930691745,4.417156897,-0.660656246,19522,0.986892813,5,3.035739246,0.464963885,0.214702138,0.1440369,0.172716484,0.003165389,0.64859174,1.847698646,2.077774694,-0.141518493,20322,0.984679846,3,2.512320851,0.297924794,0.199370666,0.279852734,0.21580041,0.006222761,0.692056047,1.752361375,3.17273342,-0.421064716,21216,0.977229003,34,3.00979406,0.217319879,0.202230107,0.267030894,0.30117467,0.011012394,0.861804267,1.489406073,1.329133751,0.135543582,20384,0.971206049,13,2.986554865,0.388152612,0.361933676,0.118075445,0.121871018,0.009046871,0.629496063,1.985794875,4.765572311,-0.287504047,20450,0.983818874,11,3.069070817,0.411265101,0.379669429,0.114487946,0.089574007,0.004555856,0.565902583,2.020904046,6.594748208,-0.953267999,18958,0.985474494,14,3.10773176,0.32992113,0.454942531,0.128253808,0.083104341,0.003435325,0.559127856,1.892978876,7.212781739,-1.065205869,17312,0.987968217,15,3.135560074,0.245434613,0.532826939,0.124387223,0.093401032,0.003567189,0.582237367,1.811409868,3.264721782,-0.260225795,19374,0.986633463,7,3.070712057,0.528304539,0.23626564,0.097868253,0.13431363,0.00291484,0.582801885,2.020780538,2.291428044,-0.361858324,19924,0.987448212,6,3.063303942,0.371195827,0.291993867,0.143131391,0.188665966,0.004454867,0.675848125,1.755995828,2.056143527,-0.44981301,20411,0.975746644,12,2.973947827,0.272109199,0.246442056,0.228415761,0.24544077,0.006780325,0.770766317,1.58118632,1.617332418,-0.363217782,20495,0.983045727,33,3.030387794,0.224953526,0.243488172,0.26981344,0.253148899,0.007685847,0.802227918,1.529987474,0.704451748,0.029486835,23794,0.958096127,13,2.762370493,0.347253803,0.262788968,0.11736211,0.254421825,0.016398858,0.78782589,1.753675598,1.379206827,0.001387227,22997,0.976772334,13,2.978793811,0.276310945,0.263921384,0.13243254,0.313314579,0.012472393,0.838810094,1.589522508,1.312324141,0.009602929,22842,0.96667555,13,2.91255694,0.258879269,0.264597093,0.139523821,0.321076378,0.014283762,0.849502192,1.57388115,2.225233424,-0.195290432,23447,0.974170843,3,2.906151538,0.211894933,0.17319607,0.153249807,0.44344809,0.016344037,0.939332672,1.434580226
16,Pat2Train_27_0.mat,2,2.645205779,-0.422407818,18324,0.943131939,25,2.353074443,0.370796769,0.296546432,0.198340449,0.130972876,0.003011886,0.57319083,1.909154074,5.879146496,-0.553255177,20157,0.938742589,4,2.727597961,0.476466387,0.205437069,0.150224791,0.1642224,0.0032145,0.639321635,1.876334282,2.371534767,-0.140659703,20710,0.926347416,30,2.212082146,0.278922315,0.207493396,0.283234207,0.222551807,0.006944397,0.698293892,1.750587561,4.325598789,-0.418668172,21759,0.9461226,33,2.804401613,0.21170025,0.207637278,0.260510362,0.306719648,0.012112852,0.869450151,1.492655296,2.167173323,0.103108127,22011,0.928894671,11,2.759681433,0.399741183,0.325143526,0.118227729,0.14098446,0.014334322,0.679944947,1.97344493,7.772373604,-0.401547416,21532,0.940107293,12,2.850922313,0.389307531,0.383429334,0.114100519,0.106118565,0.006420549,0.601638343,1.999296989,9.087147998,-1.178381573,20162,0.935516348,14,2.802594866,0.319254256,0.444432469,0.130333772,0.100427466,0.005033345,0.591434815,1.89253089,14.45711994,-1.658714209,18785,0.869330244,15,2.437620597,0.241027041,0.508411554,0.133312009,0.112726956,0.004098286,0.614065346,1.788153155,5.710412957,-0.143713631,20463,0.980223906,8,3.028663849,0.527962905,0.227515838,0.096854007,0.143486354,0.003786396,0.603052778,2.009685266,3.046556934,-0.209846374,21239,0.94292084,5,2.794523626,0.375232451,0.269313026,0.142235687,0.20694707,0.005580953,0.700170037,1.755456855,2.374276972,-0.327526009,21590,0.932032086,12,2.724710903,0.264549513,0.246212038,0.222470331,0.256501985,0.009194336,0.798562297,1.581486442,2.226872004,-0.359696011,21053,0.888369402,33,2.48163104,0.24608002,0.214074874,0.267420719,0.263384014,0.008140189,0.815339933,1.524064322,2.203455837,0.155805632,22977,0.900595004,42,2.500458142,0.214599483,0.206846886,0.166816183,0.396303241,0.013823826,0.893697423,1.467137968,3.224784683,-0.460431237,21372,0.864305016,24,2.346841574,0.1407019,0.250848284,0.200304414,0.398158529,0.008881003,0.891953775,1.382206497,1.489004441,-0.075769754,22395,0.739888141,24,1.715258505,0.199607855,0.245904297,0.175472585,0.3653846,0.012207473,0.886740127,1.465130066,2.59069432,-0.261263238,23538,0.750786648,3,1.73811379,0.200191821,0.16118703,0.156305055,0.463721819,0.016501352,0.966426108,1.401997501
17,Pat2Train_28_0.mat,2,2.945062782,-0.337357764,19480,0.85570034,25,2.050950667,0.347468927,0.294457359,0.196226772,0.157515322,0.003865417,0.626337294,1.81542931,7.28905217,-0.60278706,20945,0.858962471,4,2.296946447,0.465197206,0.197037637,0.15981984,0.1733585,0.004119966,0.661452739,1.842687648,3.163599097,-0.26837343,20984,0.848323769,29,1.974988417,0.239526291,0.189303348,0.317991425,0.245141441,0.007145954,0.755273414,1.622994688,5.197390558,-0.576608908,22375,0.901725881,32,2.565068327,0.205721804,0.174339138,0.279137309,0.325764301,0.013436638,0.900885819,1.455702877,1.843709182,-0.030862504,23086,0.892020362,10,2.530004895,0.427508737,0.300234317,0.103416099,0.150252045,0.016748252,0.690778141,1.989444847,13.71829122,-0.745257302,23225,0.842003308,11,2.28000019,0.390832194,0.355811355,0.118974986,0.123218032,0.010097081,0.647163023,1.980212469,20.90712965,-1.853806469,22086,0.811856409,14,2.101791015,0.298401448,0.4272216,0.138897844,0.127111828,0.007597574,0.640409767,1.853089406,36.38003093,-2.967669211,21013,0.690273273,14,1.536906431,0.238209679,0.488747128,0.134880043,0.132111279,0.005483403,0.640245476,1.783754651,9.457983651,0.030276738,21520,0.962209328,6,2.881317609,0.468385944,0.211370037,0.12550283,0.188547308,0.005582524,0.671796821,1.867545985,4.136188967,-0.06941016,22294,0.85122912,4,2.30807462,0.347859655,0.22266516,0.156830421,0.263088251,0.008687593,0.782311067,1.644881011,2.68343138,-0.197311007,22983,0.841595075,3,2.234647412,0.258376896,0.208688151,0.210551929,0.307831874,0.013069065,0.856123402,1.536043616,2.811199597,-0.377188286,21702,0.755501657,35,1.808921861,0.22541143,0.191060915,0.273328513,0.299260116,0.009813216,0.85596681,1.479517868,1.57318703,0.227891733,21939,0.853944131,24,2.278891372,0.136870208,0.173855272,0.218221681,0.456712246,0.012884651,0.952434627,1.343452651,2.784473852,-0.556766722,20320,0.78936635,24,1.981131461,0.073218479,0.24359846,0.278390483,0.396299144,0.007615743,0.908959781,1.306694891,1.7051072,-0.157589027,21849,0.590438965,24,1.105543456,0.128610016,0.220991816,0.218762315,0.417607312,0.012534388,0.935100227,1.368111921,3.280581601,-0.212020509,24031,0.567272931,43,1.002242256,0.17348157,0.148570686,0.163395334,0.493898015,0.018566364,1.004012106,1.360077352
18,Pat2Train_29_0.mat,2,2.608139371,-0.218204388,20076,0.833732759,10,1.956864785,0.364322123,0.274457593,0.191299926,0.165155405,0.004285539,0.6338581,1.838382724,5.682437172,-0.549722524,20455,0.860612275,5,2.339879777,0.441635255,0.219071042,0.160027644,0.174601155,0.004176869,0.668302752,1.810881844,2.074779952,-0.096504968,20925,0.854329053,32,1.91159502,0.265704372,0.219168375,0.281399666,0.225839684,0.00712035,0.706767781,1.723389418,3.513890941,-0.418160198,21821,0.908320888,33,2.600193014,0.224421596,0.214806404,0.244402141,0.30376093,0.011293894,0.8614243,1.498475169,1.755364017,0.088793555,21930,0.900611204,13,2.5923074,0.412927189,0.325368152,0.111620998,0.135775167,0.013064286,0.662835479,1.990077043,5.972591982,-0.422128713,21230,0.907435639,11,2.645730792,0.403404246,0.384554324,0.113394048,0.092792108,0.005289263,0.580741627,2.001959464,6.514264341,-0.995922088,19926,0.898252166,11,2.591204731,0.319928503,0.448116778,0.132265415,0.095309659,0.003966495,0.581285805,1.851401899,14.20367608,-1.915326828,18793,0.801864868,17,2.071724197,0.230806832,0.50343805,0.145083941,0.116248646,0.003966411,0.623889683,1.761354038,2.606159347,-0.01402799,21194,0.964206011,9,2.945877324,0.441601217,0.247605318,0.129394805,0.175454762,0.005343144,0.669471264,1.847963335,2.072508531,-0.060261822,21797,0.87328586,10,2.410038675,0.331852464,0.270683667,0.150598329,0.238879703,0.007097046,0.750462194,1.670910061,1.94888445,-0.074807928,22221,0.861621229,11,2.351916545,0.268829969,0.241685938,0.199090765,0.278330663,0.010825921,0.816087645,1.575108419,2.20621158,-0.304528731,21243,0.775496633,11,1.909352853,0.250802926,0.2348943,0.234130546,0.271185673,0.008052281,0.812476018,1.535095605,1.115174311,0.178596121,21191,0.875748943,25,2.425742412,0.135363487,0.230028611,0.202938035,0.418719899,0.011580779,0.924791601,1.3730112,2.232089981,-0.591181242,19603,0.825809249,24,2.198465505,0.076150898,0.30955163,0.273641119,0.333357606,0.006474683,0.86608671,1.345699266,1.338454608,-0.184013947,21418,0.629520704,24,1.262639733,0.146599946,0.301823572,0.205330322,0.335079608,0.009890531,0.867799094,1.441206731,2.167180966,-0.144692201,23682,0.594203871,24,1.109177935,0.18955606,0.211705629,0.156758772,0.422758679,0.017250352,0.952187382,1.427365619
19,Pat2Train_30_0.mat,2,4.678233836,-0.49780399,22209,0.88952984,25,2.168742651,0.375367671,0.310495395,0.177938903,0.132827239,0.003016096,0.585211311,1.873276849,11.82007606,-0.882470892,23737,0.870444805,4,2.356291447,0.452629881,0.205743907,0.160497676,0.17698402,0.003697969,0.661161468,1.821269948,5.381602674,-0.338794868,24073,0.841707597,30,1.886404535,0.255693517,0.189042124,0.305759306,0.24124698,0.007398802,0.737693807,1.666189438,8.070826329,-0.679146377,24725,0.895245355,31,2.521080376,0.201858485,0.183525154,0.275016685,0.325169397,0.012910229,0.894187152,1.458029325,3.722955086,-0.096172086,25166,0.881545208,9,2.477919066,0.430506329,0.295128773,0.109441744,0.148369331,0.015150368,0.684388554,1.972301418,13.14843292,-0.43727906,24953,0.815191701,13,2.084287931,0.416665714,0.322809345,0.117567893,0.13200021,0.009942922,0.651398348,1.982475206,19.8864119,-1.262609397,24642,0.769914319,13,1.867994576,0.304862955,0.420348401,0.150132048,0.116240624,0.007535933,0.633884384,1.87064437,31.56248691,-1.990282658,23942,0.608718413,14,1.163331811,0.234919698,0.486378917,0.139438045,0.132509652,0.006008299,0.649008618,1.78504315,9.23196781,-0.245760965,24002,0.967394829,5,2.966438638,0.514809397,0.202407593,0.109397776,0.168548283,0.004332927,0.636857923,1.940535923,6.246604607,-0.499346633,24191,0.881197568,4,2.455232715,0.405272412,0.219892794,0.152777968,0.215397857,0.006012639,0.708758868,1.745272187,4.493554973,-0.457381489,24552,0.861153765,3,2.318776864,0.233512984,0.203175533,0.238089055,0.313510831,0.010550765,0.849188057,1.497353576,4.898042936,-0.52074408,24324,0.751900868,32,1.774265113,0.226687562,0.181281304,0.280130141,0.301592815,0.009183482,0.851253864,1.476311011,3.365128962,0.149443823,25092,0.814687898,43,2.074162697,0.163280871,0.155842519,0.197911026,0.467278049,0.013970325,0.957231826,1.359419261,4.874233741,-0.590991639,24610,0.727430028,39,1.672387567,0.102031824,0.17082196,0.27053461,0.446197025,0.009254499,0.942632699,1.30674203,3.159567151,-0.193531439,25228,0.542228506,42,0.916173544,0.163636358,0.178985239,0.202700397,0.437855217,0.015032748,0.947114296,1.383761271,5.904855595,-0.339518893,26127,0.56746501,2,0.985904741,0.180732265,0.133465672,0.166274333,0.498213646,0.018962214,0.996458117,1.368400051
