,image,pat,kurt0,skew0,zerod0,RMS0,MaxF0,SumEnergy0,BandEnergy01,BandEnergy02,BandEnergy03,BandEnergy04,BandEnergy05,Mobility0,Complexity0,kurt1,skew1,zerod1,RMS1,MaxF1,SumEnergy1,BandEnergy11,BandEnergy12,BandEnergy13,BandEnergy14,BandEnergy15,Mobility1,Complexity1,kurt2,skew2,zerod2,RMS2,MaxF2,SumEnergy2,BandEnergy21,BandEnergy22,BandEnergy23,BandEnergy24,BandEnergy25,Mobility2,Complexity2,kurt3,skew3,zerod3,RMS3,MaxF3,SumEnergy3,BandEnergy31,BandEnergy32,BandEnergy33,BandEnergy34,BandEnergy35,Mobility3,Complexity3,kurt4,skew4,zerod4,RMS4,MaxF4,SumEnergy4,BandEnergy41,BandEnergy42,BandEnergy43,BandEnergy44,BandEnergy45,Mobility4,Complexity4,kurt5,skew5,zerod5,RMS5,MaxF5,SumEnergy5,BandEnergy51,BandEnergy52,BandEnergy53,BandEnergy54,BandEnergy55,Mobility5,Complexity5,kurt6,skew6,zerod6,RMS6,MaxF6,SumEnergy6,BandEnergy61,BandEnergy62,BandEnergy63,BandEnergy64,BandEnergy65,Mobility6,Complexity6,kurt7,skew7,zerod7,RMS7,MaxF7,SumEnergy7,BandEnergy71,BandEnergy72,BandEnergy73,BandEnergy74,BandEnergy75,Mobility7,Complexity7,kurt8,skew8,zerod8,RMS8,MaxF8,SumEnergy8,BandEnergy81,BandEnergy82,BandEnergy83,BandEnergy84,BandEnergy85,Mobility8,Complexity8,kurt9,skew9,zerod9,RMS9,MaxF9,SumEnergy9,BandEnergy91,BandEnergy92,BandEnergy93,BandEnergy94,BandEnergy95,Mobility9,Complexity9,kurt10,skew10,zerod10,RMS10,MaxF10,SumEnergy10,BandEnergy101,BandEnergy102,BandEnergy103,BandEnergy104,BandEnergy105,Mobility10,Complexity10,kurt11,skew11,zerod11,RMS11,MaxF11,SumEnergy11,BandEnergy111,BandEnergy112,BandEnergy113,BandEnergy114,BandEnergy115,Mobility11,Complexity11,kurt12,skew12,zerod12,RMS12,MaxF12,SumEnergy12,BandEnergy121,BandEnergy122,BandEnergy123,BandEnergy124,BandEnergy125,Mobility12,Complexity12,kurt13,skew13,zerod13,RMS13,MaxF13,SumEnergy13,BandEnergy131,BandEnergy132,BandEnergy133,BandEnergy134,BandEnergy135,Mobility13,Complexity13,kurt14,skew14,zerod14,RMS14,MaxF14,SumEnergy14,BandEnergy141,BandEnergy142,BandEnergy143,BandEnergy144,BandEnergy145,Mobility14,Complexity14,kurt15,skew15,zerod15,RMS15,MaxF15,SumEnergy15,BandEnergy151,BandEnergy152,BandEnergy153,BandEnergy154,BandEnergy155,Mobility15,Complexity15
10,Pat1Train_17_0.mat,1,2.507028355,-0.174310647,25420,0.970834015,8,2.716803443,0.318838983,0.24492493,0.100203657,0.319649461,0.014590032,0.833397616,1.688075191,1.714954291,0.006458032,24603,0.969335319,8,2.435770285,0.475193212,0.264267635,0.081688362,0.164944254,0.012607399,0.622353325,2.22911323,3.054290053,-0.107005657,23278,0.983105348,8,2.336785382,0.489010824,0.313181427,0.081240261,0.109400565,0.006424131,0.518722123,2.465320845,3.89263937,-0.151766778,18574,0.989184847,5,2.172951117,0.70925156,0.222402394,0.035628567,0.03144132,0.001139879,0.304924924,3.26803748,9.808525972,-0.286862867,22409,0.980344192,5,2.991140265,0.563983568,0.266420044,0.065799213,0.096505946,0.006536943,0.536206253,2.356385005,10.67751483,-0.521205273,19756,0.985764633,8,3.086876918,0.51695507,0.334995091,0.065436034,0.078938784,0.003296695,0.498116563,2.250772453,42.44542011,1.752922554,21543,0.985585437,2,3.042417919,0.673488299,0.178519857,0.064834826,0.080140877,0.00273234,0.466696984,2.506528279,7.338340977,-0.093310071,20586,0.973950612,9,2.929513426,0.500834945,0.341033233,0.080226046,0.073676638,0.003812207,0.507938865,2.215519062,4.077192893,-0.403341312,19383,0.99014554,25,3.132531908,0.322400479,0.385799455,0.167161133,0.121831485,0.002520885,0.609314388,1.736738131,4.674934105,-0.596246978,19737,0.981567706,7,2.810802161,0.475960522,0.347746879,0.095467877,0.076399146,0.00401898,0.504843743,2.240734833,7.046540995,-0.681380501,17908,0.984498564,8,2.991511381,0.504706135,0.322881108,0.093873225,0.075095688,0.003077467,0.507247695,2.159653172,49.69054252,1.376167639,18505,0.986517407,5,3.102393977,0.727175758,0.223910093,0.02686425,0.020959191,0.00098406,0.333255376,2.857542738,9.395233591,0.125589161,18247,0.985903594,7,2.955795338,0.725620975,0.205550596,0.041522663,0.026019155,0.001174128,0.349234558,2.747598222,10.93103982,-1.133512322,19840,0.971587254,8,2.972752318,0.530962243,0.31616698,0.078257342,0.070534698,0.003671573,0.504494102,2.221383154,22.8356652,0.337254685,19860,0.984518853,8,3.063864419,0.532173073,0.361484653,0.059147712,0.04462679,0.002344698,0.44842215,2.294517127,6.129902891,-0.238973523,19258,0.987488819,4,2.854912798,0.659533522,0.253277577,0.047854848,0.037109469,0.002017081,0.386701545,2.730620984
11,Pat1Train_18_0.mat,1,7.046063881,-0.074469557,27900,0.971858444,8,2.705091212,0.409035533,0.244075491,0.081227282,0.251140438,0.012924254,0.759222708,1.866182275,5.824406223,-0.146369414,26929,0.972617962,9,2.410600374,0.525769795,0.238711578,0.078731051,0.145009863,0.010507517,0.584061702,2.346092926,6.489382009,-0.104421698,26242,0.983951534,9,2.336083772,0.536408437,0.297033365,0.064978604,0.095328169,0.005593069,0.492175569,2.588491617,9.989628653,-0.382685581,21970,0.989916571,3,2.423550391,0.734652146,0.205743266,0.033013923,0.02552019,0.000966531,0.307842996,3.122006598,34.52057925,-0.262092569,24864,0.979633093,7,3.04274059,0.558155151,0.256751285,0.073548913,0.102019223,0.008712765,0.552166676,2.338395853,12.71656465,-0.487736124,23441,0.986024266,7,3.053511176,0.580219291,0.292931678,0.058237176,0.065481054,0.002806235,0.461407222,2.40428371,19.2248649,-0.059018538,24304,0.987692506,3,3.061256083,0.629140175,0.221073091,0.072101974,0.075300832,0.002167627,0.472437357,2.323791517,13.20991441,-0.06917014,23740,0.978424554,8,2.966081486,0.544890208,0.313799963,0.068718058,0.069141973,0.00311345,0.484947293,2.296646057,8.72194121,-0.628750998,23274,0.989733892,9,3.121888353,0.375561821,0.3574063,0.147250096,0.116964924,0.00252338,0.593486879,1.803700546,7.714354172,-0.448266568,23629,0.983291202,6,2.540494244,0.507338281,0.34088579,0.078900532,0.069497714,0.003065772,0.457857974,2.412443069,14.89837362,-0.893503408,22035,0.985815845,10,2.971576675,0.531314978,0.305015733,0.090848681,0.069822389,0.002690271,0.493560574,2.20429175,34.25326772,1.018556631,22216,0.989397136,4,3.141252008,0.798533451,0.169654214,0.018714398,0.012485502,0.000545138,0.291044793,2.909149164,15.03795764,0.436512351,22404,0.986663981,3,2.947280902,0.743186402,0.18730033,0.040896497,0.027260968,0.001234799,0.345370487,2.845509059,20.22309183,-1.4774517,23378,0.971413153,9,2.922009399,0.571988683,0.292060835,0.063883521,0.067900103,0.00378765,0.490799569,2.332739354,31.4910736,0.295816261,23372,0.987497597,8,3.123263696,0.625804128,0.28074925,0.050736298,0.040906457,0.001650757,0.422928536,2.378224445,14.49097422,-0.188069636,22702,0.988349377,6,2.919373861,0.683988402,0.236065265,0.044331082,0.033874617,0.001558671,0.374912554,2.714099737
12,Pat1Train_19_0.mat,1,1.518620375,-0.103234704,24763,0.971434978,7,2.605601866,0.470504166,0.218677541,0.068063473,0.23021641,0.011281959,0.715305363,1.990363794,1.083670019,-0.086368753,23751,0.973693958,8,2.059991945,0.58432334,0.219098502,0.061528682,0.123525196,0.01033009,0.508302397,2.733987483,1.499725093,-0.164116984,22925,0.97818934,8,2.226840971,0.605886633,0.236314742,0.05784046,0.091191498,0.007978937,0.474919442,2.81572952,3.252987053,-0.346321455,15765,0.989780906,4,2.412397425,0.761013727,0.19135853,0.026383596,0.020468098,0.000703663,0.281029036,3.270851427,7.860986459,-0.229989056,19896,0.981283093,6,3.042356017,0.638400195,0.244523187,0.046604195,0.065041956,0.004928855,0.475559023,2.599456984,3.09806966,-0.237489062,17494,0.983203769,4,2.994281277,0.634777131,0.276054607,0.042960594,0.04332295,0.00259342,0.414624479,2.619380827,5.93478083,-0.085721224,18808,0.98432114,3,3.057604244,0.678654706,0.193644345,0.06558271,0.059449104,0.00239367,0.430205758,2.595743113,3.136763722,-0.084417937,18328,0.96707285,5,2.901378466,0.53873947,0.316949007,0.073549322,0.065524788,0.004693007,0.48784707,2.378738688,2.293980577,-0.267041022,18019,0.986114669,7,3.044815895,0.527117279,0.282373285,0.107351645,0.080463896,0.002446602,0.504500253,2.128821643,1.663930814,-0.353773004,17067,0.977982564,6,2.609798913,0.550131873,0.302311114,0.076090254,0.067436118,0.003653966,0.456244939,2.512133972,4.060162315,-0.286790379,15732,0.983325169,8,2.963488769,0.591993251,0.269110321,0.068254009,0.067002591,0.003294911,0.47306195,2.373837737,12.74601351,0.797025874,15930,0.988619787,4,3.125135912,0.797579826,0.176856214,0.014621799,0.010365841,0.000523414,0.275670055,3.023805298,3.056528255,0.342079187,14548,0.98580294,3,2.956341716,0.791315648,0.158200441,0.029124044,0.020235697,0.001018583,0.306770267,3.161941181,5.003529965,-0.770766283,16784,0.956783355,7,2.835632937,0.626900032,0.256299969,0.056669412,0.056433389,0.003347058,0.453274403,2.513166294,8.755498334,0.249355956,15791,0.986700513,8,3.108280108,0.652984766,0.275809398,0.039461632,0.030397938,0.001221038,0.381481889,2.494856288,2.64927096,-0.2951204,16048,0.987744706,7,2.960348364,0.729659235,0.205360218,0.037299712,0.026038992,0.001477676,0.346406211,2.88452395
13,Pat1Train_20_0.mat,1,1.741315942,-0.131675991,25265,0.971457561,7,2.726446889,0.489596672,0.211400489,0.063134019,0.22164127,0.012746899,0.727563189,1.97933998,1.373793809,-0.210335229,23669,0.972818949,7,2.494935407,0.562768216,0.230475318,0.070520856,0.124900373,0.010212263,0.561758969,2.4466353,2.040367184,-0.129505017,23181,0.980322927,6,2.515807294,0.559332432,0.265051178,0.065170677,0.101815341,0.007799869,0.524149615,2.558129299,3.507307721,-0.439291136,15741,0.990064016,3,2.74818053,0.783815685,0.174873404,0.021363276,0.019190135,0.000680672,0.287854991,3.213419769,18.22187521,-0.300449029,19968,0.981524738,9,3.069384549,0.614037661,0.248965158,0.053542962,0.07668625,0.006124111,0.509278476,2.498630283,4.810145662,-0.211421578,17415,0.986292881,8,3.119407128,0.64869729,0.263275819,0.039399419,0.046332512,0.002069277,0.411950383,2.61277377,5.697554343,-0.394206319,18511,0.987314978,3,3.110822428,0.7000592,0.195426566,0.052201313,0.050406218,0.00171582,0.409357809,2.644449721,3.540165801,-0.216230546,17987,0.975820874,6,2.985502791,0.584572481,0.298575515,0.05946653,0.053874638,0.00317879,0.4499259,2.461829385,2.848490129,-0.334117845,17738,0.987981053,7,3.098135006,0.533514899,0.29119514,0.093476834,0.079592656,0.00200472,0.503543123,2.106741964,1.56562991,-0.278594931,17346,0.980595088,6,2.765890014,0.62731726,0.255454008,0.062915624,0.051326251,0.002690223,0.418049822,2.636454696,4.450349457,-0.296348703,15368,0.984639356,9,3.062226892,0.61473222,0.263003501,0.061823082,0.057271774,0.002821921,0.456201209,2.437862352,13.48163815,0.938318375,15856,0.989235934,5,3.206246787,0.813597971,0.164564905,0.01255959,0.008726074,0.000500153,0.267715691,3.034883764,4.9331603,0.62286773,15267,0.984795833,3,3.082014486,0.799910706,0.147580704,0.029965185,0.021442795,0.001002854,0.309353394,3.145779111,5.330380021,-0.537903007,16951,0.953574811,7,2.872827316,0.624026494,0.266044364,0.054361202,0.051912729,0.003308466,0.445346664,2.519016584,10.53587649,0.266996688,15957,0.986616563,7,3.193333339,0.714089093,0.221372868,0.03613704,0.027282782,0.001011856,0.365710478,2.594258171,3.394704183,-0.118264943,16047,0.987918153,6,2.979309734,0.759779118,0.183268282,0.031472968,0.023961576,0.001376529,0.330201705,3.061198737
14,Pat1Train_21_0.mat,1,2.834784365,-0.185768985,26517,0.971540431,7,2.752017496,0.473828718,0.233734915,0.069132589,0.208782061,0.012924153,0.728526432,1.99070514,1.348645106,-0.131653158,24458,0.974974247,7,2.435927824,0.576290967,0.231471477,0.063380559,0.118326466,0.009410885,0.546062041,2.524026879,2.756650911,-0.209064085,23643,0.98402815,8,2.424628448,0.545274938,0.286988006,0.063960507,0.097252425,0.005830229,0.50485067,2.567211643,3.864460242,-0.60006556,16689,0.990272941,3,2.697581788,0.780315824,0.176455388,0.023538125,0.018942998,0.000678695,0.288285995,3.158066301,32.89340039,-0.203261293,20815,0.977382328,6,2.982720063,0.591165887,0.220205383,0.05531824,0.120774021,0.011588721,0.607480384,2.283897968,9.485267437,-0.471117347,18302,0.986813401,6,3.055273824,0.64038472,0.258666261,0.044290622,0.053818121,0.002578579,0.438517796,2.580790698,6.484933768,-0.193784653,19527,0.988333876,3,3.104448619,0.684518374,0.197777763,0.061230747,0.054605718,0.00169137,0.424531834,2.514032495,4.688786329,-0.313417848,18960,0.979629057,6,2.97326704,0.558742239,0.307592228,0.06868656,0.061888643,0.002814845,0.468108851,2.332876361,3.997420961,-0.269426259,19370,0.98756936,7,3.050580073,0.565054518,0.277761667,0.086985101,0.067892827,0.002067946,0.476323493,2.224794272,2.979839693,-0.294243466,19107,0.978973124,6,2.782552405,0.601332124,0.264339406,0.067043953,0.063195551,0.003674069,0.456267557,2.560618192,6.948343259,-0.314905392,17054,0.984569684,9,3.003054593,0.598642103,0.274410097,0.062453725,0.061207521,0.002944789,0.467069314,2.41145052,14.17414159,0.890772883,17175,0.989412366,6,3.082087498,0.800527884,0.172755557,0.015506356,0.010610818,0.000534742,0.279402099,2.993983105,4.208432602,0.535254682,16506,0.985762814,3,3.017346379,0.795032952,0.14970196,0.028854677,0.025220403,0.001067323,0.323256335,3.12740803,6.70223441,-0.769133455,18557,0.950995893,7,2.810998833,0.609578229,0.269009652,0.055003909,0.062120988,0.003918374,0.471389433,2.479882985,9.181265717,0.438502606,17557,0.986966691,8,3.108472199,0.670782938,0.251222927,0.045249292,0.031497863,0.001122018,0.382577274,2.476966474,4.380400623,-0.147188151,17733,0.987626389,6,3.02974913,0.728172518,0.199523043,0.039761293,0.030804414,0.001564102,0.365038024,2.846832231
15,Pat1Train_22_0.mat,1,1.111360456,-0.162298982,24192,0.974003101,8,2.722597385,0.436791624,0.228983867,0.077763246,0.243987689,0.0111884,0.738703438,1.898084047,0.566312435,-0.127167201,23364,0.974960762,5,2.497252079,0.572055073,0.233053617,0.06344036,0.120848327,0.009613407,0.548910495,2.499026729,1.84809473,-0.385184877,21908,0.984487583,5,2.600304433,0.613796825,0.245625697,0.055562411,0.079960659,0.004538245,0.472221354,2.695649864,2.389660713,-0.323689628,14496,0.990464519,6,2.840843213,0.7690825,0.189887079,0.022735382,0.017544701,0.00067233,0.292962938,3.049234989,16.4768805,-0.177910566,19268,0.98391392,7,3.074694099,0.67179304,0.207645842,0.044631017,0.070365353,0.005077853,0.479607765,2.620789286,7.812283696,-0.564877203,16852,0.987474477,7,3.091913986,0.699417396,0.220891498,0.035930757,0.041682183,0.00186653,0.398389115,2.729102533,4.554856882,-0.207471779,17326,0.988904306,6,3.108856221,0.697697771,0.2015134,0.057575099,0.041831723,0.001255347,0.394309495,2.576683832,3.277538155,-0.072733304,17189,0.978485059,6,3.034578647,0.619934302,0.272949389,0.057471881,0.047306311,0.002127082,0.426165119,2.471747099,1.953480892,-0.23971836,17018,0.988611922,6,3.095055764,0.590102619,0.257701523,0.086212011,0.064256236,0.001554844,0.459418054,2.245816793,1.408949719,-0.234732481,16583,0.978155419,6,2.796216163,0.64752422,0.241045892,0.055391563,0.052889862,0.002842498,0.417905322,2.720856167,3.393260152,0.067108955,14895,0.985047984,6,3.128418701,0.696325824,0.215082307,0.042330952,0.043807595,0.002211231,0.410488153,2.647686258,5.138087709,0.370966458,13008,0.990507369,6,3.18475117,0.854616408,0.131319871,0.009171638,0.004634054,0.000236524,0.236639588,2.846052899,3.709854651,0.513996079,14934,0.984423157,3,3.046828479,0.804169005,0.145235586,0.026516156,0.022855865,0.001110225,0.313750129,3.209282061,4.379383808,-0.452341338,16682,0.953142416,7,2.886582494,0.652031298,0.240003066,0.049676196,0.054194484,0.003732593,0.446892139,2.581281621,6.667522344,0.255257011,14872,0.987375751,7,3.177836362,0.715114383,0.223606275,0.035030653,0.025331984,0.000828645,0.353920619,2.584726023,2.156649561,-0.183435044,15174,0.988220929,6,3.052141734,0.783339435,0.169738441,0.026782641,0.019004214,0.001032731,0.312796011,3.068848539
16,Pat1Train_23_0.mat,1,1.430806592,-0.204731607,24833,0.972211053,7,2.661531523,0.424751551,0.229052222,0.076678273,0.25468172,0.013212206,0.760520627,1.883689566,0.575157257,-0.155091272,23643,0.974810146,7,2.281098652,0.56588545,0.231028909,0.064292991,0.127558607,0.010105665,0.539901082,2.569136534,1.902590475,-0.450298168,22273,0.984341552,5,2.541722169,0.605154191,0.256512008,0.052500606,0.08040663,0.004858017,0.473648803,2.730525441,2.231495637,-0.291800748,14664,0.990198124,4,2.610387621,0.794692758,0.16912968,0.020307378,0.015177498,0.000622596,0.270631055,3.264892169,27.89365897,-0.46494202,19647,0.9792916,6,2.988947892,0.623442503,0.217317464,0.050406882,0.099036872,0.00885589,0.571055298,2.390774004,8.464027924,-0.441241748,17109,0.987170679,6,3.055425271,0.650940292,0.257120217,0.041823025,0.0475995,0.002267406,0.425956679,2.612111688,4.316221623,-0.380329784,17850,0.988050426,5,3.100490887,0.711977115,0.191557391,0.049187464,0.045523127,0.001602021,0.396931399,2.678878223,3.630796075,-0.076714371,17501,0.978522856,6,3.014321265,0.618515276,0.279108694,0.052774911,0.047095483,0.002288061,0.426001237,2.50855879,2.360161027,-0.336768635,17542,0.988400456,6,3.070922244,0.532792662,0.291262636,0.099352204,0.074449519,0.001924095,0.492227554,2.130344268,1.432606924,-0.25065196,16973,0.980354893,6,2.833138837,0.641880564,0.247638166,0.057021003,0.050458083,0.002697813,0.41620618,2.668584641,3.529649757,0.129141919,15070,0.985088073,6,3.061788456,0.676927312,0.230653075,0.046422507,0.043617857,0.002120634,0.409954077,2.619113742,5.583336229,0.5349562,13550,0.990294279,5,3.052066811,0.849961642,0.134943367,0.009993054,0.004805747,0.000266347,0.234811994,2.962016382,4.019931204,0.459815109,14840,0.985169071,3,3.013646288,0.790407568,0.157152131,0.030080365,0.021232807,0.001020129,0.313012411,3.109574303,4.096482373,-0.478437292,16260,0.957685814,7,2.880395851,0.640540006,0.253181545,0.052182855,0.050833716,0.002948026,0.438540376,2.529040697,7.470924776,0.372235858,15386,0.986642894,7,3.10266713,0.70130787,0.242537757,0.031767033,0.023347339,0.00093751,0.351593846,2.595172665,2.625699714,-0.265308673,15571,0.987954366,5,2.963145372,0.778834298,0.175260314,0.025295438,0.019382488,0.001110144,0.312079765,3.151663133
17,Pat1Train_24_0.mat,1,24.59264867,-0.449610117,30695,0.967853556,8,2.534469466,0.470208863,0.223428997,0.054783529,0.235271301,0.014414429,0.769241549,1.952250567,22.05728717,-0.670356029,30430,0.974712278,1,2.115555227,0.556282736,0.244091212,0.065434912,0.122604505,0.010433637,0.521388001,2.67071747,34.49858786,-1.044329256,30042,0.982510642,8,2.420795615,0.544893476,0.285310661,0.064988411,0.097298961,0.006535707,0.51961233,2.557477097,28.58446239,-0.424920475,29353,0.989299265,4,2.173533747,0.774811399,0.180727668,0.023131282,0.020385354,0.000831965,0.265237382,3.610098148,26.32567302,-0.286463183,30004,0.981019603,3,2.991222383,0.603397768,0.292264248,0.040765746,0.059180944,0.003989003,0.457388418,2.604430017,32.48540072,-0.749576167,29666,0.985684237,4,2.943399669,0.608613796,0.3077917,0.0393348,0.041899948,0.002156567,0.407365075,2.595079729,38.59706425,0.067647175,29478,0.987914253,8,3.114695126,0.686518958,0.210292752,0.054123565,0.047250323,0.001613911,0.419039911,2.52229012,42.76923571,-0.037767223,29622,0.979878823,4,3.003409967,0.568130054,0.312492013,0.068917438,0.047979924,0.002280555,0.449092226,2.360843436,39.13520631,-0.031030321,29601,0.986545613,8,3.104548479,0.529516681,0.319666537,0.07736964,0.070764577,0.002380512,0.494462003,2.200980335,26.28303997,-0.154801043,29568,0.982920158,7,2.615760353,0.586992807,0.281058098,0.074108865,0.055105153,0.002446616,0.426149154,2.561701753,43.75977643,-0.301833128,29378,0.986119021,7,2.898471055,0.58448648,0.296303559,0.064030987,0.052301926,0.002638364,0.442487247,2.416589259,124.3061239,3.752616665,29047,0.98983058,4,3.052319459,0.818926343,0.161160382,0.012380155,0.007166688,0.000332296,0.256481704,2.97156278,51.54670167,-1.005630228,29092,0.986767754,3,2.915616312,0.732155447,0.201979635,0.038830547,0.025974163,0.000957775,0.33717722,2.789378194,64.23600126,-2.43699073,29156,0.976669169,8,2.964120628,0.503495353,0.350616989,0.083991334,0.059150754,0.002469254,0.477717064,2.198296496,57.99235365,1.571451434,29464,0.988651185,8,3.1084117,0.62830041,0.302811158,0.039818426,0.027858051,0.001103982,0.380765511,2.397594034,40.43121101,-1.245007255,29286,0.988920464,7,2.905108719,0.730862982,0.215854041,0.034301999,0.018055473,0.000837746,0.321032811,2.817138384
18,Pat1Train_25_0.mat,1,22.02644865,-0.694738127,32050,0.972462897,5,2.705452951,0.548134771,0.208882122,0.047162745,0.181600561,0.01283831,0.666458628,2.159439188,12.33365682,-0.00898013,31497,0.975077177,5,2.573073776,0.622955493,0.203406706,0.056446407,0.107676049,0.008505907,0.527939077,2.578334276,21.16072516,0.370482703,31179,0.982947887,5,2.892897583,0.661037878,0.225541643,0.039515496,0.06908955,0.004263909,0.473030998,2.705758924,17.27961975,-0.148397681,29437,0.988018556,4,2.813909709,0.795723521,0.145783319,0.026913026,0.029945154,0.001503738,0.325629901,3.388811099,34.92324699,-0.552113999,30527,0.98365107,6,3.080756524,0.7098216,0.166618017,0.047697096,0.070865874,0.004476042,0.465745999,2.70139457,34.59824535,-1.593040021,29932,0.984795228,6,2.992333877,0.711897618,0.197128434,0.043538142,0.045059909,0.002152429,0.405257036,2.744609302,22.74235708,-0.77281005,30096,0.981474771,3,3.078168205,0.678915482,0.189922414,0.062748103,0.064663655,0.00338835,0.469909683,2.55897527,13.7729035,-0.303436071,30210,0.957692427,4,2.754153761,0.644353033,0.198984868,0.063315097,0.087202846,0.005490825,0.501366885,2.522046792,22.32381576,-0.973727601,29662,0.983971603,5,2.965750562,0.679084785,0.203268481,0.054995589,0.059815009,0.002567801,0.434248757,2.573800875,23.57520627,-1.109017112,29898,0.95883217,5,2.805444325,0.576371211,0.261192542,0.080340661,0.075250564,0.006315676,0.503386996,2.410384735,28.72111925,-0.902255261,29769,0.975077053,6,2.85340041,0.66309296,0.206243247,0.062458026,0.063858159,0.003952945,0.455641398,2.582501547,39.09408072,0.603723129,29392,0.986851167,3,2.912407277,0.8570113,0.114812614,0.014033941,0.013087367,0.000989642,0.269316023,3.503720174,20.98521828,0.952420542,29494,0.977344617,4,3.001745488,0.75150681,0.154092347,0.039121824,0.051807048,0.00316011,0.410949361,2.953153114,29.32937103,-1.323829853,29919,0.944458251,7,2.802959541,0.623546042,0.241222348,0.066345177,0.063631462,0.004542783,0.482909105,2.452895521,48.23441718,-1.284439591,29749,0.979184668,6,2.993527513,0.708938162,0.214244338,0.04430281,0.03085434,0.001481476,0.369429845,2.752386345,24.80565827,0.074369496,29829,0.984411074,5,3.033746064,0.807052174,0.128415923,0.033871684,0.02882616,0.001680157,0.340202434,3.149587196
19,Pat1Train_26_0.mat,1,2.176788426,0.033274543,25595,0.977534727,7,2.853324604,0.562343825,0.196519731,0.047539895,0.184514539,0.008134029,0.659227989,2.113585833,1.247985035,0.016430175,23882,0.979370318,4,2.474770624,0.652668255,0.202620046,0.047171629,0.090769518,0.006139945,0.476177419,2.772183076,1.862264319,-0.016297562,22549,0.985386572,4,2.911748181,0.698891025,0.201304288,0.036543297,0.05964904,0.003222317,0.436120334,2.839677135,0.911514265,0.053377445,16694,0.989223628,4,2.700926831,0.811343557,0.151906563,0.018052168,0.01748637,0.001113172,0.281064281,3.579990519,15.93809137,-0.595382236,20445,0.98164628,6,3.068952247,0.704658425,0.153584091,0.047801317,0.086476428,0.006440329,0.500481475,2.63830353,3.669800583,-0.406640645,18860,0.985632547,3,3.022019895,0.753408106,0.17576141,0.034506597,0.03430857,0.001816775,0.368540592,2.971498128,2.445242119,-0.395752153,19039,0.986558019,3,3.074234911,0.812976111,0.12469376,0.032339474,0.028333428,0.001503032,0.337196022,3.227811056,0.864025315,0.025077258,19602,0.967733705,4,2.888269979,0.697271586,0.204491123,0.045869744,0.049029517,0.003040463,0.416663432,2.79016479,1.911755166,-0.342150645,18330,0.986782782,4,3.067208741,0.652904935,0.239433482,0.059753891,0.046497318,0.001266201,0.410073801,2.445891623,1.300706316,-0.326900225,18722,0.965849269,1,2.656115796,0.741356637,0.17742842,0.037605607,0.040598635,0.002743616,0.365872902,3.165570205,2.80681826,-0.049996643,17554,0.980109081,6,2.98731052,0.739249381,0.190271805,0.029386834,0.037383666,0.003388496,0.388167698,2.973064897,1.639506803,0.145790877,14358,0.990074411,4,3.117111987,0.827701825,0.157354595,0.009119351,0.00511215,0.000666973,0.249236068,3.095209216,1.388133201,0.166901607,17086,0.977560997,2,3.006049935,0.774534208,0.160702403,0.033663491,0.028412842,0.002424337,0.345389469,3.223448928,3.79863751,-0.801364648,19123,0.929700186,8,2.737450038,0.70309337,0.187135804,0.052947892,0.052393762,0.004059754,0.435238686,2.703723459,2.26592674,-0.244715351,16355,0.981722886,6,3.052583675,0.782782034,0.166706808,0.027003265,0.021959146,0.001396547,0.330331155,3.06395802,1.59120041,0.084179938,17112,0.985490933,4,2.994732169,0.816132624,0.142940076,0.0216067,0.017622567,0.001564191,0.301190895,3.471203747
